9625-QNLUX,68,1,2,1,Credit card (automatic),103.25,7074.4,No
3097-NQYSN,2,1,0,1,Mailed check,86.85,156.35,Yes
4024-CSNBY,72,1,2,1,Bank transfer (automatic),94.25,6849.75,No
7110-BDTWG,71,0,2,1,Electronic check,47.05,3263.6,No
7493-GVFIO,57,1,2,0,Credit card (automatic),20.55,1252.85,No
0690-SRQID,4,1,0,1,Mailed check,19.65,67.55,No
9605-WGJVW,1,1,0,1,Electronic check,70.2,70.2,No
9114-DPSIA,72,1,2,0,Credit card (automatic),81,5750,No
4700-UBQMV,21,1,1,1,Bank transfer (automatic),75.9,1549.75,No
7711-GQBZC,71,1,2,0,Bank transfer (automatic),24.7,1810.55,No
3565-UNOCC,29,1,0,1,Bank transfer (automatic),99.05,2952.85,Yes
4627-MIHJH,69,1,2,0,Credit card (automatic),110.25,7467.55,No
9795-NREXC,64,1,2,1,Credit card (automatic),85,5484.4,No
8573-CGOCC,16,1,0,0,Credit card (automatic),19.75,294.9,No
7356-AYNJP,4,1,1,0,Electronic check,23.9,97.5,No
9249-FXSCK,52,1,1,1,Credit card (automatic),111.25,5916.45,Yes
5493-SDRDQ,2,1,0,1,Mailed check,55.1,113.35,Yes
6286-SUUWT,1,1,0,0,Mailed check,19.95,19.95,No
4819-HJPIW,18,0,0,0,Mailed check,25.15,476.8,No
8654-DHAOW,2,1,0,0,Mailed check,54.15,101.65,No
5438-QMDDL,19,1,0,1,Mailed check,59.8,1130.85,No
9812-GHVRI,40,1,0,0,Bank transfer (automatic),83.85,3532.25,No
5553-AOINX,66,1,1,1,Electronic check,104.9,6891.45,No
1228-ZLNBX,21,1,0,0,Mailed check,75.3,1570.7,No
4226-KKDON,8,1,0,1,Electronic check,66.65,520.95,No
3831-YCPUO,72,1,2,1,Credit card (automatic),109.5,7854.9,No
7445-WMRBW,48,1,1,1,Bank transfer (automatic),73.85,3581.4,No
3308-DGHKL,69,1,2,1,Bank transfer (automatic),19.3,1447.9,No
9924-JPRMC,72,1,2,1,Electronic check,118.2,8547.15,No
0080-EMYVY,14,1,1,0,Credit card (automatic),51.45,727.85,No
6218-KNUBD,6,1,0,0,Electronic check,59.45,357.6,No
7337-CINUD,8,1,2,0,Bank transfer (automatic),19.5,159.35,No
7609-NRNCA,17,1,1,0,Mailed check,19.55,280.85,No
0623-EJQEG,65,1,1,0,Electronic check,93.55,6069.25,No
7153-CHRBV,57,1,1,1,Mailed check,59.3,3274.35,No
0871-URUWO,13,1,0,1,Credit card (automatic),102.25,1359,Yes
9190-MFJLN,19,1,0,1,Credit card (automatic),95.9,1777.9,Yes
6198-PNNSZ,56,1,1,0,Bank transfer (automatic),109.8,6109.65,No
3317-VLGQT,14,1,0,1,Electronic check,78.1,1122.4,No
4132-POCZS,52,0,0,1,Electronic check,39.9,2020.9,No
5614-DNZCE,58,1,2,1,Credit card (automatic),64.9,3795.45,No
1095-JUDTC,47,1,0,1,Electronic check,95.05,4504.55,Yes
3896-RCYYE,67,0,0,1,Credit card (automatic),53.4,3579.15,No
9638-JIQYA,2,0,0,1,Credit card (automatic),24.9,49.7,No
3258-SANFR,6,1,0,0,Credit card (automatic),44.7,276.5,No
3726-TBHQT,71,1,2,1,Bank transfer (automatic),114,8175.9,No
3190-ITQXP,46,1,2,0,Bank transfer (automatic),20.25,890.35,No
0870-VEMYL,5,1,0,0,Credit card (automatic),53.85,259.8,Yes
4833-QTJNO,67,1,0,0,Bank transfer (automatic),83.85,5588.8,No
3039-MJSLN,3,1,0,0,Bank transfer (automatic),20.2,50.6,No
0178-CIIKR,3,1,0,0,Mailed check,19.95,58,No
5385-SUIRI,52,1,0,1,Electronic check,104.2,5568.35,Yes
3982-XWFZQ,42,1,0,1,Electronic check,50.25,2203.65,Yes
5774-QPLTF,50,1,1,1,Mailed check,20.35,938.95,No
2322-VCZHZ,23,1,0,1,Electronic check,90,2024.1,No
5010-IPEAQ,67,0,2,0,Credit card (automatic),54.2,3623.95,No
4009-ALQFH,25,1,0,1,Electronic check,99.5,2369.05,Yes
6383-ZTSIW,39,1,1,0,Mailed check,99.1,3877.95,No
8990-YOZLV,69,1,2,1,Mailed check,66.9,4577.9,No
3069-SSVSN,1,0,1,0,Mailed check,25.85,25.85,No
5222-IMUKT,32,1,0,0,Electronic check,91.05,2871.5,No
3627-FCRDW,9,1,0,0,Electronic check,71,672.55,Yes
7562-GSUHK,16,1,0,1,Credit card (automatic),93.2,1573.7,Yes
6685-XSHHU,60,1,2,1,Bank transfer (automatic),20.95,1270.55,No
8901-UPRHR,72,1,2,1,Bank transfer (automatic),109.2,7711.45,No
4903-UYAVB,5,1,0,0,Mailed check,19.35,126.05,Yes
0118-JPNOY,26,1,0,1,Credit card (automatic),85.8,2193.65,No
6776-TLWOI,3,1,0,0,Mailed check,19.85,64.55,Yes
3845-FXCYS,2,1,0,1,Electronic check,19.65,31.2,No
5857-XRECV,2,1,1,0,Bank transfer (automatic),20.5,38.25,No
0725-CXOTM,36,1,1,1,Credit card (automatic),89.65,3348.1,No
4343-EJVQB,7,1,0,0,Mailed check,74.35,533.6,No
9000-PLFUZ,60,0,2,1,Credit card (automatic),49.45,2907.55,No
3427-GGZZI,19,1,0,1,Electronic check,89.1,1620.8,No
7779-ORAEL,45,1,2,0,Credit card (automatic),75.15,3480.35,No
0644-OQMDK,4,1,0,1,Electronic check,70.65,293.85,No
4077-CROMM,31,1,0,1,Electronic check,104.2,3243.45,Yes
3154-CFSZG,47,1,0,0,Electronic check,90.05,4137.2,No
2868-MZAGQ,1,1,0,1,Electronic check,79.25,79.25,Yes
4847-QNOKA,1,1,0,1,Bank transfer (automatic),44.9,44.9,Yes
2220-IAHLS,1,1,0,0,Credit card (automatic),19.4,19.4,No
1658-XUHBX,59,1,0,1,Credit card (automatic),88.75,5348.65,No
6379-RXJRQ,10,1,0,1,Electronic check,70.1,659.65,Yes
2378-HTWFW,35,1,0,0,Credit card (automatic),91,3180.5,No
8650-RHRKE,4,0,0,1,Electronic check,29.65,118.5,Yes
4377-VDHYI,32,1,1,1,Electronic check,90.8,3023.85,No
0475-RIJEP,43,1,0,1,Electronic check,77.85,3365.85,Yes
1260-TTRXI,4,1,0,0,Electronic check,54.3,195.3,Yes
3719-TDVQB,54,1,2,1,Mailed check,18.95,1031.1,No
6328-ZPBGN,11,1,0,1,Bank transfer (automatic),95.15,997.65,Yes
0201-MIBOL,66,1,2,1,Bank transfer (automatic),102.4,6471.85,No
4937-QPZPO,61,1,1,1,Electronic check,99.9,6241.35,No
2925-VDZHY,72,1,2,0,Credit card (automatic),88.7,6501.35,No
6981-TDRFT,44,0,1,1,Electronic check,54.3,2317.1,No
3413-CSSTH,41,1,0,1,Bank transfer (automatic),55.7,2237.55,No
8033-VCZGH,50,1,1,1,Electronic check,103.95,5231.3,No
4789-KWMXN,47,1,1,1,Credit card (automatic),110.85,5275.8,Yes
0224-NIJLP,8,1,2,0,Mailed check,20.15,165.5,No
7542-CYDDM,18,1,0,0,Mailed check,20.05,358.5,No
4718-WXBGI,72,1,2,1,Credit card (automatic),91.95,6614.9,No
2867-UIMSS,1,1,0,0,Electronic check,80.5,80.5,Yes
8495-PRWFH,42,1,0,0,Electronic check,55.65,2421.75,No
0439-IFYUN,18,1,0,1,Electronic check,74.7,1294.6,No
5716-LIBJC,13,1,1,1,Credit card (automatic),104.15,1299.1,No
2868-LLSKM,68,1,1,1,Bank transfer (automatic),83.65,5733.4,No
8111-RKSPX,4,1,0,1,Bank transfer (automatic),72.2,305.55,Yes
2988-QRAJY,69,1,2,1,Credit card (automatic),110.05,7430.75,No
1585-MQSSU,17,1,0,0,Mailed check,51.5,900.5,Yes
0071-NDAFP,25,1,2,0,Credit card (automatic),25.5,630.6,No
2856-NNASM,43,1,0,1,Mailed check,89.55,3856.75,Yes
7328-ZJAJO,59,1,2,0,Credit card (automatic),19.5,1222.65,No
6458-CYIDZ,5,1,0,0,Electronic check,80.7,374.8,No
8559-CIZFV,21,1,1,0,Mailed check,77.5,1625,Yes
1090-PYKCI,69,1,1,1,Credit card (automatic),105.1,7234.8,No
3058-WQDRE,13,0,0,1,Bank transfer (automatic),25.15,331.85,No
7547-EKNFS,42,1,0,1,Bank transfer (automatic),95.25,3959.35,Yes
2279-AXJJK,52,1,0,1,Credit card (automatic),95.65,5088.4,No
6769-DYBQN,46,1,0,0,Electronic check,85,3969.4,Yes
0909-SELIE,61,1,2,1,Bank transfer (automatic),80.8,4860.85,No
3417-TSCIC,29,0,1,1,Mailed check,24.85,788.05,No
1042-HFUCW,25,1,1,1,Credit card (automatic),54.75,1266.35,No
4439-JMPMT,5,1,0,1,Electronic check,85.75,470.95,Yes
6537-OTKMY,15,0,1,0,Electronic check,50.75,688.2,No
8999-EXMNO,19,1,2,0,Mailed check,20.15,387.7,No
6725-TPKJO,44,1,2,0,Mailed check,20.05,845.25,No
2446-BEGGB,6,1,0,1,Electronic check,98.25,560.6,Yes
7162-WPHPM,58,1,2,0,Credit card (automatic),71.6,4230.25,No
1599-MMYRQ,62,1,1,1,Credit card (automatic),81.45,4983.05,No
8821-KVZKQ,70,0,1,1,Bank transfer (automatic),58.4,4113.15,No
1496-GGSUK,1,0,0,1,Mailed check,25.7,25.7,Yes
6434-TTGJP,10,0,2,0,Credit card (automatic),53.7,521,No
0042-JVWOJ,26,1,1,1,Bank transfer (automatic),19.6,471.85,No
0130-SXOUN,66,1,0,0,Credit card (automatic),89.4,5976.9,No
2575-GFSOE,7,1,0,1,Electronic check,69,506.9,Yes
2330-PQGDQ,51,1,1,0,Bank transfer (automatic),84.2,4299.75,No
1452-UZOSF,72,1,2,1,Credit card (automatic),106.1,7548.6,No
2097-YVPKN,65,1,2,0,Mailed check,25.75,1654.75,No
2842-JTCCU,2,1,0,0,Bank transfer (automatic),46.05,80.35,Yes
8597-CTXVJ,70,1,1,0,Bank transfer (automatic),64.95,4551.5,No
6631-HMANX,72,1,2,1,Credit card (automatic),85.45,6227.5,No
9962-BFPDU,1,1,0,0,Mailed check,20.05,20.05,No
3296-SILRA,1,1,0,1,Mailed check,76.4,76.4,Yes
9681-OXGVC,5,1,0,1,Electronic check,100.5,514,Yes
6394-HHHZM,3,1,0,0,Mailed check,20.7,57.5,No
5995-LFTLE,58,1,2,1,Credit card (automatic),25.3,1474.35,No
5180-UCIIQ,22,0,0,0,Mailed check,40.05,880.2,Yes
1932-UEDCX,33,1,0,1,Bank transfer (automatic),100.6,3270.25,No
7153-OANIO,1,1,0,0,Electronic check,69.95,69.95,Yes
5188-HGMLP,54,1,0,0,Bank transfer (automatic),74,3919.15,No
0665-XHDJU,72,1,2,1,Electronic check,99.4,7285.7,No
6521-YYTYI,1,1,0,1,Electronic check,93.3,93.3,Yes
8878-HMWBV,3,1,0,1,Electronic check,49.15,169.05,Yes
8265-HKSOW,72,1,2,0,Credit card (automatic),107.45,7658.3,No
3544-FBCAS,72,1,2,1,Credit card (automatic),83.6,5959.3,No
5331-RGMTT,54,1,0,1,Credit card (automatic),99.05,5295.7,No
4759-PXTAN,59,1,1,1,Electronic check,80.1,4693.2,No
7054-DMVAS,54,1,2,1,Bank transfer (automatic),65.3,3512.9,No
3428-MMGUB,60,1,2,1,Electronic check,89.55,5231.2,No
6549-BTYPG,60,0,2,0,Credit card (automatic),60.8,3603.45,No
7823-JSOAG,3,1,0,0,Electronic check,74.5,217.45,No
3705-RHRFR,69,1,2,0,Bank transfer (automatic),99.15,6875.35,No
9374-YOLBJ,1,1,0,0,Electronic check,19.25,19.25,No
9074-KGVOX,50,0,0,1,Credit card (automatic),39.45,2021.35,No
6128-DAFVY,56,0,0,1,Credit card (automatic),44.85,2564.95,No
9933-QRGTX,60,1,2,1,Electronic check,97.2,5611.75,No
4476-OSWTN,69,1,1,1,Mailed check,110.55,7610.1,No
3751-KTZEL,1,0,0,0,Mailed check,35.05,35.05,Yes
1977-STDKI,1,1,0,1,Electronic check,73,73,Yes
5066-GFJMM,3,1,0,1,Mailed check,19.9,45.75,No
2661-GKBTK,60,1,2,0,Bank transfer (automatic),76.95,4543.95,No
0458-HEUZG,13,0,2,0,Mailed check,35.4,450.4,No
7268-WNTCP,62,1,2,0,Bank transfer (automatic),20.45,1297.35,No
0824-VWDPO,45,1,1,0,Bank transfer (automatic),96.75,4442.75,No
8409-WQJUX,25,0,1,0,Electronic check,54.2,1423.15,No
2578-JQPHZ,44,1,2,0,Bank transfer (automatic),100.1,4378.35,No
3278-FSIXX,2,1,0,1,Mailed check,45.25,74.2,No
5813-UECBU,33,1,0,1,Credit card (automatic),83.85,2716.3,Yes
0328-GRPMV,1,1,0,1,Electronic check,70.1,70.1,Yes
9746-UGFAC,22,1,1,0,Bank transfer (automatic),20.85,450.65,No
2946-KIQSP,35,0,0,1,Mailed check,33.45,1175.85,No
0625-AFOHS,29,1,2,0,Mailed check,20.2,558.8,No
6726-WEXXK,27,1,1,1,Electronic check,85.9,2220.1,No
4636-OLWOE,54,1,1,1,Electronic check,61,3283.05,No
4342-HENTK,2,1,0,1,Electronic check,70.65,142.35,Yes
4685-ERGHK,57,1,1,1,Electronic check,86.9,4939.25,No
0885-HMGPY,62,1,2,0,Bank transfer (automatic),69.4,4237.5,No
5003-OKNNK,15,1,1,0,Credit card (automatic),20.35,335.95,No
4195-SMMNX,2,1,0,0,Mailed check,20.35,33.2,Yes
7208-PSIHR,70,1,2,1,Bank transfer (automatic),104.3,7188.5,No
4012-ZTHBR,21,1,0,1,Electronic check,44.95,926.25,No
0489-WMEMG,23,1,1,1,Electronic check,49.45,1119.35,No
7435-ZNUYY,6,1,1,0,Mailed check,20.6,116.6,No
1354-YZFNB,4,1,2,0,Credit card (automatic),19.55,68.8,No
6956-SMUCM,3,1,0,1,Credit card (automatic),99,287.4,Yes
2985-FMWYF,23,1,0,1,Electronic check,93.5,2341.55,No
2812-ENYMO,26,0,1,0,Credit card (automatic),54.55,1362.85,No
2717-HVIZY,8,1,0,0,Mailed check,20.05,163.6,No
3223-WZWJM,26,1,0,1,Electronic check,83.95,2254.2,Yes
3422-GALYP,2,1,0,1,Electronic check,79.45,145.15,No
9053-JZFKV,67,1,2,0,Credit card (automatic),116.2,7752.3,Yes
2530-ENDWQ,71,1,2,1,Bank transfer (automatic),93.7,6585.35,Yes
2890-WFBHU,59,1,1,0,Credit card (automatic),79.85,4786.1,No
0327-WFZSY,39,1,1,0,Electronic check,100,3835.55,No
7977-HXJKU,21,1,2,0,Mailed check,19.6,397,No
6615-ZGEDR,1,1,0,0,Mailed check,19.7,19.7,Yes
7033-CLAMM,48,1,2,0,Bank transfer (automatic),20.2,1027.25,No
4023-RTIQM,31,0,1,1,Credit card (automatic),50.4,1580.1,No
0864-FVJNJ,64,1,1,0,Electronic check,113.35,7222.75,No
7356-IWLFW,46,1,0,1,Bank transfer (automatic),80,3769.7,No
9541-PWTWO,52,1,2,1,Bank transfer (automatic),80.95,4233.95,No
3967-VQOGC,67,1,2,1,Mailed check,24.9,1680.25,No
7872-RDDLZ,67,1,0,0,Electronic check,54.9,3725.5,No
9250-WYPLL,5,1,0,0,Electronic check,75.55,413.65,Yes
6308-CQRBU,71,1,2,0,Electronic check,109.25,7707.7,No
2754-XBHTB,9,1,0,1,Bank transfer (automatic),77.65,714.15,Yes
1597-LHYNC,26,1,0,1,Electronic check,95,2497.2,Yes
0186-CAERR,71,1,1,1,Bank transfer (automatic),116.3,8309.55,No
3043-SUDUA,32,1,0,0,Bank transfer (automatic),19.9,601.55,No
5442-BHQNG,2,1,0,0,Electronic check,70.35,139.25,No
2169-RRLFW,71,1,2,0,Credit card (automatic),25.6,1888.25,No
5872-OEQNH,60,0,1,1,Electronic check,44.45,2773.9,No
3162-KKZXO,55,1,1,1,Electronic check,100.15,5409.75,No
7055-VKGDA,54,1,1,1,Credit card (automatic),105.4,5643.4,Yes
0754-UKWQP,2,1,0,1,Electronic check,95.85,197.7,Yes
8873-GLDMH,6,1,0,1,Mailed check,73.85,401.3,No
5696-JVVQY,48,1,2,1,Credit card (automatic),70.1,3238.4,No
8946-BFWSG,63,1,2,0,Mailed check,25.25,1573.05,No
7493-TPUWZ,1,1,0,1,Electronic check,79.15,79.15,Yes
0547-HURJB,12,1,0,0,Credit card (automatic),21.05,235.8,No
8904-OPDCK,54,0,0,1,Bank transfer (automatic),24.95,1364.75,No
8845-LWKGE,30,1,1,1,Electronic check,64.5,1985.15,No
1577-HKTFG,30,1,0,0,Bank transfer (automatic),19.65,655.85,Yes
8752-STIVR,4,1,0,1,Electronic check,79,303.15,Yes
0691-NIKRI,40,1,1,1,Credit card (automatic),105.95,4335.2,No
5022-JNQEQ,9,1,0,1,Electronic check,75.85,647.5,No
4558-FANTW,17,1,0,0,Electronic check,91.85,1574.45,Yes
3249-VHRIP,62,0,2,1,Credit card (automatic),43.6,2748.7,No
3736-BLEPA,28,1,1,1,Bank transfer (automatic),91.25,2483.65,No
4701-LKOZD,70,1,2,0,Credit card (automatic),89.75,6367.2,No
6603-QWSPR,46,1,2,1,Bank transfer (automatic),104.4,4904.2,No
9921-QFQUL,23,1,0,0,Mailed check,90.15,2044.95,No
1929-ZCBHE,47,0,1,0,Electronic check,40.3,1794.8,No
4378-MYPGO,68,1,2,1,Bank transfer (automatic),105.25,7173.15,No
8651-ENBZX,60,1,1,1,Electronic check,106,6441.4,Yes
4129-LYCOI,67,1,2,1,Electronic check,104,7039.05,No
7798-JVXYM,14,1,0,1,Electronic check,69.65,921.4,No
8647-SDTWQ,57,1,0,1,Electronic check,74.3,4018.35,No
2696-ECXKC,55,1,1,0,Mailed check,100.9,5448.6,No
2081-KJSQF,1,1,0,1,Mailed check,20.25,20.25,No
7623-TRNQN,1,1,0,1,Mailed check,49.9,49.9,Yes
3323-CPBWR,23,1,0,1,Credit card (automatic),96.9,2085.45,No
9330-IJWIO,13,1,0,1,Electronic check,100.35,1358.85,Yes
3384-CTMSF,47,1,0,1,Electronic check,104.1,5135.15,No
0902-RFHOF,38,1,1,0,Mailed check,20.1,730.1,No
9286-DOJGF,38,1,0,1,Bank transfer (automatic),74.95,2869.85,Yes
6048-QBXKL,2,1,0,1,Credit card (automatic),56.55,118.25,No
9661-MHUMO,1,1,0,1,Credit card (automatic),49.25,49.25,Yes
7718-RXDGG,15,1,0,1,Bank transfer (automatic),68.6,1108.6,No
1025-FALIX,26,1,0,1,Credit card (automatic),69.05,1815.65,No
3451-VAWLI,35,1,2,0,Credit card (automatic),19.7,730.4,No
3407-QGWLG,3,1,0,1,Mailed check,20.05,75.45,No
1842-EZJMK,50,1,0,0,Electronic check,103.7,5071.05,Yes
2347-WKKAE,42,1,0,1,Electronic check,94.4,4014.6,No
8735-DCXNF,10,1,0,1,Credit card (automatic),54.95,568.85,No
3214-IYUUQ,61,1,1,0,Bank transfer (automatic),93.7,5860.7,No
1936-UAFEH,68,1,2,0,Credit card (automatic),110.25,7279.35,No
3587-PMCOY,10,1,1,1,Electronic check,98.9,1064.95,No
8079-XRJRS,65,1,1,0,Electronic check,89.75,5769.6,Yes
1027-LKKQQ,72,1,2,1,Bank transfer (automatic),80.45,5886.85,No
7148-XZPHA,55,1,0,0,Electronic check,79.4,4238.45,No
8073-IJDCM,1,1,0,1,Mailed check,20.3,20.3,Yes
5309-TAIKL,7,1,0,0,Bank transfer (automatic),62.8,418.3,No
6856-RAURS,2,1,0,1,Mailed check,74.9,136.05,No
8778-LMWTJ,9,1,0,1,Electronic check,74.85,708.2,No
9717-IOAAF,27,1,2,1,Credit card (automatic),25.85,788.55,No
8884-ADFVN,7,1,0,1,Electronic check,101.95,700.85,Yes
2845-KDHVX,64,1,2,1,Mailed check,68.3,4378.8,No
0848-SOMKO,70,0,2,0,Bank transfer (automatic),48.4,3442.8,No
2720-WGKHP,2,1,0,1,Electronic check,94,181.7,Yes
6734-FQAJX,67,1,2,1,Electronic check,105.05,7171.7,No
2869-ADAWR,45,1,0,1,Credit card (automatic),89.3,4016.85,Yes
1535-VTJOQ,24,1,2,0,Credit card (automatic),25.15,553,No
6368-TZZDT,4,1,2,0,Credit card (automatic),19.5,96.85,No
0943-ZQPXH,44,1,0,1,Bank transfer (automatic),92.95,4122.9,No
1293-BSEUN,72,1,2,1,Mailed check,20.7,1482.3,No
9894-EZEWG,1,1,0,1,Credit card (automatic),74.3,74.3,Yes
1302-TPUBN,66,1,2,0,Bank transfer (automatic),19.35,1240.8,No
7851-FLGGQ,1,0,0,1,Mailed check,44.65,44.65,Yes
0637-UBJRP,13,1,0,0,Electronic check,84.05,1095.3,Yes
0940-OUQEC,10,1,0,1,Bank transfer (automatic),80.7,788.8,Yes
2378-VTKDH,65,1,0,1,Electronic check,104.35,6578.55,No
0927-CNGRH,1,1,0,0,Mailed check,19.55,19.55,No
8608-OZTLB,38,1,1,0,Electronic check,74.05,2802.3,No
2335-GSODA,23,0,2,0,Mailed check,40.1,857.75,No
1952-DVVSW,10,1,1,0,Mailed check,20.1,184.4,No
0702-PGIBZ,4,1,0,1,Electronic check,101.7,364.55,Yes
6656-GULJQ,72,1,2,1,Credit card (automatic),83.55,6093.3,No
9853-JFZDU,35,1,0,0,Electronic check,56.85,1861.1,No
1963-VAUKV,1,1,0,0,Mailed check,20.4,20.4,Yes
3777-XROBG,58,1,2,0,Credit card (automatic),19.55,1079.65,No
6994-FGRHH,70,1,1,1,Electronic check,106.15,7475.1,No
